Date,Cummulative Advancing Coins (%24h),Cummulative Declining Coins (%24h),,ADVN - DECN,,19 Calc,39 Calc,,Osc (MO),Index (MSI)
1 Oct 2018,43,82,,-39,,0.1,0.05,,,
2 Oct 2018,58,67,,-9,,,,,,
3 Oct 2018,21,104,,-83,,,,,,
4 Oct 2018,93,32,,61,,,,,,
5 Oct 2018,91,34,,57,,,,,,
6 Oct 2018,30,95,,-65,,,,,,
7 Oct 2018,63,62,,1,,,,,,
8 Oct 2018,99,26,,73,,,,,,
9 Oct 2018,45,80,,-35,,,,,,
10 Oct 2018,51,74,,-23,,,,,,
11 Oct 2018,4,121,,-117,,,,,,
12 Oct 2018,91,34,,57,,,,,,
13 Oct 2018,78,47,,31,,,,,,
14 Oct 2018,37,88,,-51,,,,,,
15 Oct 2018,114,11,,103,,,,,,
16 Oct 2018,73,52,,21,,,,,,
17 Oct 2018,61,64,,-3,,,,,,
18 Oct 2018,22,103,,-81,,,,,,
19 Oct 2018,75,50,,25,,,,,,
20 Oct 2018,97,28,,69,,-0.4,,,,
21 Oct 2018,56,69,,-13,,6.54,,,,
22 Oct 2018,58,67,,-9,,4.586,,,,
23 Oct 2018,59,66,,-7,,3.2274,,,,
24 Oct 2018,68,57,,11,,2.20466,,,,
25 Oct 2018,39,86,,-47,,3.084194,,,,
26 Oct 2018,57,68,,-11,,-1.9242254,,,,
27 Oct 2018,40,85,,-45,,-2.83180286,,,,
28 Oct 2018,96,29,,67,,-7.048622574,,,,
29 Oct 2018,15,110,,-95,,0.3562396834,,,,
30 Oct 2018,75,50,,25,,-9.179384285,,,,
31 Oct 2018,59,66,,-7,,-5.761445856,,,,
1 Nov 2018,96,29,,67,,-5.885301271,,,,
2 Nov 2018,69,56,,13,,1.403228856,,,,
3 Nov 2018,44,81,,-37,,2.562905971,,,,
4 Nov 2018,64,61,,3,,-1.393384626,,,,
5 Nov 2018,56,69,,-13,,-0.9540461638,,,,
6 Nov 2018,100,25,,75,,-2.158641547,,,,
7 Nov 2018,66,59,,7,,5.557222607,,,,
8 Nov 2018,25,100,,-75,,5.701500347,,,,
9 Nov 2018,30,95,,-65,,-2.368649688,-4.1,,1.731350312,1.731350312
10 Nov 2018,91,34,,57,,-8.631784719,-7.145,,-1.486784719,0.2445655927
11 Nov 2018,34,91,,-57,,-2.068606247,-3.93775,,1.869143753,2.113709345
12 Nov 2018,43,82,,-39,,-7.561745623,-6.5908625,,-0.9708831226,1.142826223
13 Nov 2018,25,100,,-75,,-10.70557106,-8.211319375,,-2.494251685,-1.351425463
14 Nov 2018,5,120,,-115,,-17.13501395,-11.55075341,,-5.584260548,-6.935686011
15 Nov 2018,35,90,,-55,,-26.92151256,-16.72321574,,-10.19829682,-17.13398283
16 Nov 2018,33,92,,-59,,-29.7293613,-18.63705495,,-11.09230635,-28.22628919
17 Nov 2018,40,85,,-45,,-32.65642517,-20.6552022,,-12.00122297,-40.22751216
18 Nov 2018,101,24,,77,,-33.89078266,-21.87244209,,-12.01834056,-52.24585272
19 Nov 2018,3,122,,-119,,-22.80170439,-16.92881999,,-5.872884403,-58.11873713
20 Nov 2018,11,114,,-103,,-32.42153395,-22.03237899,,-10.38915496,-68.50789209
21 Nov 2018,116,9,,107,,-39.47938056,-26.08076004,,-13.39862052,-81.90651261
22 Nov 2018,19,106,,-87,,-24.8314425,-19.42672204,,-5.404720464,-87.31123307
23 Nov 2018,26,99,,-73,,-31.04829825,-22.80538593,,-8.242912316,-95.55414539
24 Nov 2018,10,115,,-105,,-35.24346843,-25.31511664,,-9.928351787,-105.4824972
25 Nov 2018,94,31,,63,,-42.21912158,-29.29936081,,-12.91976078,-118.4022579
26 Nov 2018,15,110,,-95,,-31.69720942,-24.68439277,,-7.012816659,-125.4150746
27 Nov 2018,95,30,,65,,-38.02748848,-28.20017313,,-9.827315355,-135.24239
28 Nov 2018,120,5,,115,,-27.72473963,-23.54016447,,-4.184575163,-139.4269651
29 Nov 2018,60,65,,-5,,-13.45226567,-16.61315625,,3.160890577,-136.2660745
30 Nov 2018,10,115,,-105,,-12.6070391,-16.03249844,,3.425459332,-132.8406152
1 Dec 2018,115,10,,105,,-21.84633519,-20.48087351,,-1.36546168,-134.2060769
2 Dec 2018,20,105,,-85,,-9.161701674,-14.20682984,,5.045128164,-129.1609487
3 Dec 2018,7,118,,-111,,-16.74553151,-17.74648835,,1.000956839,-128.1599919
4 Dec 2018,89,36,,53,,-26.17097836,-22.40916393,,-3.761814427,-131.9218063
5 Dec 2018,8,117,,-109,,-18.25388052,-18.63870573,,0.3848252119,-131.5369811
6 Dec 2018,9,116,,-107,,-27.32849247,-23.15677045,,-4.171722023,-135.7087031
7 Dec 2018,30,95,,-65,,-35.29564322,-27.34893192,,-7.946711298,-143.6554144
8 Dec 2018,64,61,,3,,-38.2660789,-29.23148533,,-9.034593572,-152.690008
9 Dec 2018,113,12,,101,,-34.13947101,-27.61991106,,-6.519559949,-159.2095679
10 Dec 2018,15,110,,-95,,-20.62552391,-21.18891551,,0.5633915993,-158.6461764
11 Dec 2018,29,96,,-67,,-28.06297152,-24.87946973,,-3.183501785,-161.8296781
12 Dec 2018,88,37,,51,,-31.95667437,-26.98549625,,-4.97117812,-166.8008563
13 Dec 2018,9,116,,-107,,-23.66100693,-23.08622143,,-0.5747854958,-167.3756418
14 Dec 2018,22,103,,-81,,-31.99490624,-27.28191036,,-4.712995875,-172.0886376
15 Dec 2018,49,76,,-27,,-36.89541561,-29.96781484,,-6.927600769,-179.0162384
16 Dec 2018,95,30,,65,,-35.90587405,-29.8194241,,-6.08644995,-185.1026883
17 Dec 2018,122,3,,119,,-25.81528665,-25.0784529,,-0.7368337499,-185.8395221
18 Dec 2018,108,17,,91,,-11.33375798,-17.87453025,,6.54077227,-179.2987498
19 Dec 2018,94,31,,63,,-1.100382183,-12.43080374,,11.33042156,-167.9683283
20 Dec 2018,115,10,,105,,5.309656035,-8.659263552,,13.96891959,-153.9994087
21 Dec 2018,19,106,,-87,,15.27869043,-2.976300374,,18.25499081,-135.7444179
22 Dec 2018,110,15,,95,,5.050821388,-7.177485356,,12.22830674,-123.5161111
23 Dec 2018,100,25,,75,,14.04573925,-2.068611088,,16.11435034,-107.4017608
24 Dec 2018,72,53,,19,,20.14116532,1.784819466,,18.35634586,-89.04541494
25 Dec 2018,8,117,,-109,,20.02704879,2.645578493,,17.3814703,-71.66394464
26 Dec 2018,74,51,,23,,7.124343913,-2.936700431,,10.06104434,-61.60290029
27 Dec 2018,10,115,,-105,,8.711909522,-1.63986541,,10.35177493,-51.25112536
28 Dec 2018,112,13,,99,,-2.659281431,-6.807872139,,4.148590709,-47.10253465
29 Dec 2018,32,93,,-61,,7.506646712,-1.517478532,,9.024125245,-38.07840941
30 Dec 2018,50,75,,-25,,0.6559820412,-4.491604606,,5.147586647,-32.93082276
31 Dec 2018,18,107,,-89,,-1.909616163,-5.517024376,,3.607408213,-29.32341455
1 Jan 2019,105,20,,85,,-10.61865455,-9.691173157,,-0.9274813899,-30.25089594
2 Jan 2019,113,12,,101,,-1.056789092,-4.956614499,,3.899825407,-26.35107053
3 Jan 2019,19,106,,-87,,9.148889817,0.341216226,,8.807673591,-17.54339694
4 Jan 2019,84,41,,43,,-0.4659991645,-4.025844585,,3.559845421,-13.98355152
5 Jan 2019,56,69,,-13,,3.880600752,-1.674552356,,5.555153108,-8.428398412
6 Jan 2019,116,9,,107,,2.192540677,-2.240824738,,4.433365415,-3.995032997
7 Jan 2019,26,99,,-73,,12.67328661,3.221216499,,9.45207011,5.457037113
8 Jan 2019,67,58,,9,,4.105957948,-0.5898443262,,4.695802274,10.15283939
9 Jan 2019,67,58,,9,,4.595362153,-0.1103521099,,4.705714263,14.85855365
10 Jan 2019,10,115,,-105,,5.035825938,0.3451654956,,4.690660442,19.54921409
11 Jan 2019,74,51,,23,,-5.967756656,-4.922092779,,-1.045663877,18.50355022
12 Jan 2019,51,74,,-23,,-3.07098099,-3.52598814,,0.4550071501,18.95855737
13 Jan 2019,10,115,,-105,,-5.063882891,-4.499688733,,-0.5641941579,18.39436321
14 Jan 2019,119,6,,113,,-15.0574946,-9.524704297,,-5.532790305,12.8615729
15 Jan 2019,20,105,,-85,,-2.251745142,-3.398469082,,1.14672394,14.00829684
16 Jan 2019,97,28,,69,,-10.52657063,-7.478545628,,-3.048025,10.96027184
17 Jan 2019,90,35,,55,,-2.573913565,-3.654618346,,1.080704781,12.04097662
18 Jan 2019,26,99,,-73,,3.183477792,-0.721887429,,3.905365221,15.94634184
19 Jan 2019,115,10,,105,,-4.434869988,-4.335793058,,-0.09907693006,15.84726491
20 Jan 2019,16,109,,-93,,6.508617011,1.130996595,,5.377620416,21.22488533
21 Jan 2019,46,79,,-33,,-3.44224469,-3.575553234,,0.1333085445,21.35819388
22 Jan 2019,82,43,,39,,-6.398020221,-5.046775573,,-1.351244648,20.00694923
23 Jan 2019,39,86,,-47,,-1.858218199,-2.844436794,,0.9862185952,20.99316782
24 Jan 2019,73,52,,21,,-6.372396379,-5.052214954,,-1.320181425,19.6729864
25 Jan 2019,41,84,,-43,,-3.635156741,-3.749604207,,0.1144474656,19.78743386
26 Jan 2019,54,71,,-17,,-7.571641067,-5.712123996,,-1.859517071,17.92791679
27 Jan 2019,26,99,,-73,,-8.51447696,-6.276517796,,-2.237959164,15.68995763
28 Jan 2019,7,118,,-111,,-14.96302926,-9.612691907,,-5.350337358,10.33962027
29 Jan 2019,45,80,,-35,,-24.56672634,-14.68205731,,-9.884669026,0.4549512446
30 Jan 2019,106,19,,87,,-25.6100537,-15.69795445,,-9.912099258,-9.457148014
31 Jan 2019,15,110,,-95,,-14.34904833,-10.56305672,,-3.78599161,-13.24313962
1 Feb 2019,87,38,,49,,-22.4141435,-14.78490389,,-7.629239613,-20.87237924
2 Feb 2019,83,42,,41,,-15.27272915,-11.59565869,,-3.677070457,-24.54944969
3 Feb 2019,25,100,,-75,,-9.645456235,-8.965875758,,-0.6795804769,-25.22903017
4 Feb 2019,52,73,,-21,,-16.18091061,-12.26758197,,-3.913328641,-29.14235881
5 Feb 2019,45,80,,-35,,-16.66281955,-12.70420287,,-3.958616679,-33.10097549
6 Feb 2019,28,97,,-69,,-18.4965376,-13.81899273,,-4.677544867,-37.77852036
7 Feb 2019,76,49,,27,,-23.54688384,-16.57804309,,-6.968840744,-44.7473611
8 Feb 2019,124,1,,123,,-18.49219545,-14.39914094,,-4.093054515,-48.84041562
9 Feb 2019,80,45,,35,,-4.342975907,-7.52918389,,3.186207983,-45.65420763
10 Feb 2019,91,34,,57,,-0.4086783164,-5.402724696,,4.994046379,-40.66016125
11 Feb 2019,30,95,,-65,,5.332189515,-2.282588461,,7.614777976,-33.04538328
12 Feb 2019,74,51,,23,,-1.701029436,-5.418459038,,3.717429602,-29.32795368
13 Feb 2019,48,77,,-29,,0.7690735074,-3.997536086,,4.766609593,-24.56134408
14 Feb 2019,27,98,,-71,,-2.207833843,-5.247659282,,3.039825438,-21.52151864
15 Feb 2019,80,45,,35,,-9.087050459,-8.535276318,,-0.5517741413,-22.07329279
16 Feb 2019,80,45,,35,,-4.678345413,-6.358512502,,1.680167089,-20.3931257
17 Feb 2019,102,23,,79,,-0.7105108718,-4.290586877,,3.580076005,-16.81304969
18 Feb 2019,116,9,,107,,7.260540215,-0.1260575329,,7.386597748,-9.426451944
19 Feb 2019,64,61,,3,,17.23448619,5.230245344,,12.00424085,2.577788906
20 Feb 2019,102,23,,79,,15.81103757,5.118733077,,10.6923045,13.2700934
21 Feb 2019,23,102,,-79,,22.12993382,8.812796423,,13.31713739,26.5872308
22 Feb 2019,111,14,,97,,12.01694044,4.422156602,,7.594783834,34.18201463
23 Feb 2019,111,14,,97,,20.51524639,9.051048772,,11.46419762,45.64621225
24 Feb 2019,7,118,,-111,,28.16372175,13.44849633,,14.71522542,60.36143767
25 Feb 2019,111,14,,97,,14.24734958,7.226071516,,7.021278061,67.38271573
26 Feb 2019,66,59,,7,,22.52261462,11.71476794,,10.80784668,78.19056241
27 Feb 2019,53,72,,-19,,20.97035316,11.47902954,,9.491323614,87.68188603
28 Feb 2019,62,63,,-1,,16.97331784,9.955078066,,7.018239776,94.7001258
1 Mar 2019,79,46,,33,,15.17598606,9.407324163,,5.768661895,100.4687877
2 Mar 2019,42,83,,-41,,16.95838745,10.58695795,,6.371429497,106.8402172
3 Mar 2019,39,86,,-47,,11.16254871,8.007610057,,3.15493865,109.9951558
4 Mar 2019,21,104,,-83,,5.346293836,5.257229554,,0.08906428184,110.0842201
5 Mar 2019,118,7,,111,,-3.488335548,0.8443680765,,-4.332703624,105.7515165
6 Mar 2019,58,67,,-9,,7.960498007,6.352149673,,1.608348335,107.3598648
7 Mar 2019,76,49,,27,,6.264448206,5.584542189,,0.6799060174,108.0397709
8 Mar 2019,47,78,,-31,,8.338003386,6.65531508,,1.682688306,109.7224592
9 Mar 2019,108,17,,91,,4.404203047,4.772549326,,-0.3683462784,109.3541129
10 Mar 2019,60,65,,-5,,13.06378274,9.083921859,,3.979860883,113.3339738
11 Mar 2019,43,82,,-39,,11.25740447,8.379725766,,2.877678702,116.2116525
12 Mar 2019,101,24,,77,,6.231664021,6.010739478,,0.2209245434,116.432577
13 Mar 2019,51,74,,-23,,13.30849762,9.560202504,,3.748295115,120.1808721
14 Mar 2019,81,44,,37,,9.677647857,7.932192379,,1.745455478,121.9263276
15 Mar 2019,98,27,,71,,12.40988307,9.38558276,,3.024300312,124.9506279
16 Mar 2019,73,52,,21,,18.26889476,12.46630362,,5.802591142,130.7532191
17 Mar 2019,53,72,,-19,,18.54200529,12.89298844,,5.649016847,136.4022359
18 Mar 2019,39,86,,-47,,14.78780476,11.29833902,,3.48946574,139.8917016
19 Mar 2019,79,46,,33,,8.609024283,8.383422068,,0.2256022154,140.1173039
20 Mar 2019,86,39,,47,,11.04812185,9.614250965,,1.43387089,141.5511748
21 Mar 2019,23,102,,-79,,14.64330967,11.48353842,,3.159771253,144.710946
22 Mar 2019,82,43,,39,,5.278978703,6.959361495,,-1.680382793,143.0305632
23 Mar 2019,84,41,,43,,8.651080832,8.561393421,,0.08968741158,143.1202506
24 Mar 2019,36,89,,-53,,12.08597275,10.28332375,,1.802648999,144.9228996
25 Mar 2019,23,102,,-79,,5.577375474,7.119157562,,-1.541782088,143.3811175
26 Mar 2019,66,59,,7,,-2.880362073,2.813199684,,-5.693561757,137.6875558
27 Mar 2019,119,6,,113,,-1.892325866,3.0225397,,-4.914865566,132.7726902
28 Mar 2019,55,70,,-15,,9.596906721,8.521412715,,1.075494006,133.8481842
29 Mar 2019,61,64,,-3,,7.137216049,7.345342079,,-0.2081260305,133.6400582
30 Mar 2019,58,67,,-9,,6.123494444,6.828074975,,-0.7045805314,132.9354777
31 Mar 2019,84,41,,43,,4.611144999,6.036671226,,-1.425526227,131.5099514
1 Apr 2019,89,36,,53,,8.450030499,7.884837665,,0.5651928343,132.0751443
2 Apr 2019,120,5,,115,,12.90502745,10.14059578,,2.764431668,134.8395759
3 Apr 2019,49,76,,-27,,23.1145247,15.38356599,,7.730958712,142.5705346
4 Apr 2019,44,81,,-37,,18.10307223,13.26438769,,4.838684541,147.4092192
5 Apr 2019,107,18,,89,,12.59276501,10.75116831,,1.841596702,149.2508159
6 Apr 2019,40,85,,-45,,20.23348851,14.66360989,,5.569878617,154.8206945
7 Apr 2019,97,28,,69,,13.71013966,11.6804294,,2.02971026,156.8504048
8 Apr 2019,32,93,,-61,,19.23912569,14.54640793,,4.692717764,161.5431225
9 Apr 2019,28,97,,-69,,11.21521312,10.76908753,,0.4461255915,161.9892481
10 Apr 2019,64,61,,3,,3.193691811,6.780633155,,-3.586941344,158.4023068
11 Apr 2019,11,114,,-103,,3.17432263,6.591601498,,-3.417278868,154.9850279
12 Apr 2019,94,31,,63,,-7.443109633,1.112021423,,-8.555131056,146.4298968
13 Apr 2019,54,71,,-17,,-0.3987986697,4.206420352,,-4.605219021,141.8246778
14 Apr 2019,104,21,,83,,-2.058918803,3.146099334,,-5.205018137,136.6196597
15 Apr 2019,15,110,,-95,,6.446973078,7.138794367,,-0.6918212898,135.9278384
16 Apr 2019,112,13,,99,,-3.69772423,2.031854649,,-5.729578879,130.1982595
17 Apr 2019,56,69,,-13,,6.572048193,6.880261917,,-0.3082137237,129.8900458
18 Apr 2019,89,36,,53,,4.614843374,5.886248821,,-1.271405447,128.6186404
19 Apr 2019,56,69,,-13,,9.453359036,8.24193638,,1.211422657,129.830063
20 Apr 2019,61,64,,-3,,7.208023133,7.179839561,,0.02818357188,129.8582466
21 Apr 2019,13,112,,-99,,6.187220819,6.670847583,,-0.4836267633,129.3746198
22 Apr 2019,78,47,,31,,-4.331501263,1.387305204,,-5.718806466,123.6558134
23 Apr 2019,32,93,,-61,,-0.7983511364,2.867939943,,-3.66629108,119.9895223
24 Apr 2019,9,116,,-107,,-6.818516023,-0.3254570538,,-6.493058969,113.4964633
25 Apr 2019,8,117,,-109,,-16.83666442,-5.659184201,,-11.17748022,102.3189831
26 Apr 2019,80,45,,35,,-26.05299798,-10.82622499,,-15.22677299,87.09221009
27 Apr 2019,93,32,,61,,-19.94769818,-8.534913742,,-11.41278444,75.67942566
28 Apr 2019,37,88,,-51,,-11.85292836,-5.058168054,,-6.794760308,68.88466535
29 Apr 2019,20,105,,-85,,-15.76763553,-7.355259652,,-8.412375875,60.47228947
30 Apr 2019,114,11,,103,,-22.69087197,-11.23749667,,-11.4533753,49.01891417
1 May 2019,43,82,,-39,,-10.12178478,-5.525621836,,-4.596162941,44.42275123
2 May 2019,75,50,,25,,-13.0096063,-7.199340744,,-5.810265555,38.61248567
3 May 2019,95,30,,65,,-9.208645669,-5.589373707,,-3.619271962,34.99321371
4 May 2019,23,102,,-79,,-1.787781102,-2.059905021,,0.2721239195,35.26533763
5 May 2019,40,85,,-45,,-9.509002992,-5.90690977,,-3.602093221,31.66324441
6 May 2019,64,61,,3,,-13.05810269,-7.861564282,,-5.196538411,26.466706
7 May 2019,31,94,,-63,,-11.45229242,-7.318486068,,-4.133806356,22.33289964
8 May 2019,65,60,,5,,-16.60706318,-10.10256176,,-6.504501417,15.82839823
9 May 2019,32,93,,-61,,-14.44635686,-9.347433676,,-5.098923187,10.72947504
10 May 2019,97,28,,69,,-19.10172118,-11.93006199,,-7.171659184,3.557815855
11 May 2019,110,15,,95,,-10.29154906,-7.883558893,,-2.407990166,1.149825689
12 May 2019,16,109,,-93,,0.237605847,-2.739380948,,2.976986795,4.126812484
13 May 2019,104,21,,83,,-9.086154738,-7.252411901,,-1.833742837,2.293069647
14 May 2019,87,38,,49,,0.122460736,-2.739791306,,2.862252042,5.155321689
15 May 2019,119,6,,113,,5.010214662,-0.1528017403,,5.163016403,10.31833809
16 May 2019,37,88,,-51,,15.8091932,5.504838347,,10.30435485,20.62269294
17 May 2019,13,112,,-99,,9.128273877,2.679596429,,6.448677447,27.07137039
18 May 2019,45,80,,-35,,-1.684553511,-2.404383392,,0.719829881,27.79120027
19 May 2019,120,5,,115,,-5.01609816,-4.034164223,,-0.9819339375,26.80926633
20 May 2019,25,100,,-75,,6.985511656,1.917543989,,5.067967667,31.877234
21 May 2019,92,33,,59,,-1.21303951,-1.928333211,,0.7152937012,32.5925277
22 May 2019,19,106,,-87,,4.808264441,1.11808345,,3.690180992,36.28270869
23 May 2019,97,28,,69,,-4.372562003,-3.287820723,,-1.08474128,35.19796741
24 May 2019,75,50,,25,,2.964694198,0.3265703134,,2.638123884,37.8360913
25 May 2019,66,59,,7,,5.168224778,1.560241798,,3.60798298,41.44407428
26 May 2019,95,30,,65,,5.3514023,1.832229708,,3.519172592,44.96324687
27 May 2019,99,26,,73,,11.31626207,4.990618222,,6.325643848,51.28889072
28 May 2019,71,54,,17,,17.48463586,8.391087311,,9.093548552,60.38243927
29 May 2019,57,68,,-11,,17.43617228,8.821532946,,8.614639331,68.9970786
30 May 2019,13,112,,-99,,14.59255505,7.830456298,,6.762098751,75.75917735
31 May 2019,116,9,,107,,3.233299544,2.488933484,,0.7443660606,76.50354341
1 Jun 2019,43,82,,-39,,13.60996959,7.714486809,,5.89548278,82.39902619
2 Jun 2019,96,29,,67,,8.348972631,5.378762469,,2.970210162,85.36923635
3 Jun 2019,9,116,,-107,,14.21407537,8.459824345,,5.754251022,91.12348737
4 Jun 2019,20,105,,-85,,2.092667831,2.686833128,,-0.5941652973,90.52932208
5 Jun 2019,97,28,,69,,-6.616598952,-1.697508528,,-4.919090424,85.61023165
6 Jun 2019,70,55,,15,,0.945060943,1.837366898,,-0.8923059552,84.7179257
7 Jun 2019,112,13,,99,,2.350554849,2.495498553,,-0.1449437045,84.57298199
8 Jun 2019,38,87,,-49,,12.01549936,7.320723626,,4.694775738,89.26775773
9 Jun 2019,18,107,,-89,,5.913949427,4.504687444,,1.409261983,90.67701971
10 Jun 2019,121,4,,117,,-3.577445515,-0.1705469279,,-3.406898587,87.27012113
11 Jun 2019,43,82,,-39,,8.480299036,5.687980419,,2.792318618,90.06243974
12 Jun 2019,93,32,,61,,3.732269133,3.453581398,,0.278687735,90.34112748
13 Jun 2019,51,74,,-23,,9.459042219,6.330902328,,3.128139892,93.46926737
14 Jun 2019,64,61,,3,,6.213137997,4.864357211,,1.348780786,94.81804816
15 Jun 2019,87,38,,49,,5.891824198,4.771139351,,1.120684847,95.938733
16 Jun 2019,70,55,,15,,10.20264178,6.982582383,,3.220059395,99.1587924
17 Jun 2019,68,57,,11,,10.6823776,7.383453264,,3.298924336,102.4577167
18 Jun 2019,34,91,,-57,,10.71413984,7.564280601,,3.149859239,105.607576
19 Jun 2019,98,27,,71,,3.942725856,4.336066571,,-0.3933407147,105.2142353
20 Jun 2019,30,95,,-65,,10.64845327,7.669263242,,2.979190028,108.1934253
21 Jun 2019,77,48,,29,,3.083607943,4.03580008,,-0.9521921367,107.2412332
22 Jun 2019,100,25,,75,,5.675247149,5.284010076,,0.391237073,107.6324702
23 Jun 2019,54,71,,-17,,12.60772243,8.769809572,,3.837912862,111.4703831
24 Jun 2019,88,37,,51,,9.646950191,7.481319094,,2.165631097,113.6360142
25 Jun 2019,73,52,,21,,13.78225517,9.657253139,,4.125002033,117.7610162
26 Jun 2019,38,87,,-49,,14.50402965,10.22439048,,4.279639172,122.0406554
27 Jun 2019,7,118,,-111,,8.153626689,7.263170958,,0.8904557311,122.9311111
28 Jun 2019,111,14,,97,,-3.76173598,1.35001241,,-5.11174839,117.8193627
29 Jun 2019,91,34,,57,,6.314437618,6.13251179,,0.1819258286,118.0012886
30 Jun 2019,12,113,,-101,,11.38299386,8.6758862,,2.707107656,120.7083962
1 Jul 2019,59,66,,-7,,0.1446944707,3.19209189,,-3.047397419,117.6609988
2 Jul 2019,46,79,,-33,,-0.5697749764,2.682487296,,-3.252262272,114.4087365
3 Jul 2019,103,22,,81,,-3.812797479,0.8983629308,,-4.71116041,109.6975761
4 Jul 2019,26,99,,-73,,4.668482269,4.903444784,,-0.2349625151,109.4626136
5 Jul 2019,40,85,,-45,,-3.098365958,1.008272545,,-4.106638503,105.3559751
6 Jul 2019,63,62,,1,,-7.288529362,-1.292141082,,-5.99638828,99.35958682
7 Jul 2019,95,30,,65,,-6.459676426,-1.177534028,,-5.282142398,94.07744442
8 Jul 2019,67,58,,9,,0.6862912168,2.131342673,,-1.445051457,92.63239296
9 Jul 2019,39,86,,-47,,1.517662095,2.47477554,,-0.9571134445,91.67527952
10 Jul 2019,19,106,,-87,,-3.334104114,0.001036762668,,-3.335140877,88.34013864
11 Jul 2019,14,111,,-97,,-11.7006937,-4.349015075,,-7.351678627,80.98846001
12 Jul 2019,108,17,,91,,-20.23062433,-8.981564322,,-11.24906001,69.7394
13 Jul 2019,21,104,,-83,,-9.107561899,-3.982486106,,-5.125075794,64.61432421
14 Jul 2019,8,117,,-109,,-16.49680571,-7.9333618,,-8.563443909,56.0508803
15 Jul 2019,89,36,,53,,-25.74712514,-12.98669371,,-12.76043143,43.29044887
16 Jul 2019,3,122,,-119,,-17.87241262,-9.687359025,,-8.1850536,35.10539527
17 Jul 2019,108,17,,91,,-27.98517136,-15.15299107,,-12.83218029,22.27321498
18 Jul 2019,115,10,,105,,-16.08665423,-9.84534152,,-6.241312706,16.03190228
19 Jul 2019,49,76,,-27,,-3.977988803,-4.103074444,,0.1250856405,16.15698792
20 Jul 2019,108,17,,91,,-6.280189923,-5.247920722,,-1.032269201,15.12471871
21 Jul 2019,23,102,,-79,,3.447829069,-0.4355246856,,3.883353755,19.00807247
22 Jul 2019,35,90,,-55,,-4.796953838,-4.363748451,,-0.4332053863,18.57486708
23 Jul 2019,17,108,,-91,,-9.817258454,-6.895561029,,-2.921697425,15.65316966
24 Jul 2019,85,40,,45,,-17.93553261,-11.10078298,,-6.834749631,8.818420027
25 Jul 2019,64,61,,3,,-11.64197935,-8.295743828,,-3.346235519,5.472184508
26 Jul 2019,90,35,,55,,-10.17778141,-7.730956637,,-2.446824776,3.025359732
27 Jul 2019,7,118,,-111,,-3.660003272,-4.594408805,,0.9344055336,3.959765265
28 Jul 2019,77,48,,29,,-14.39400294,-9.914688365,,-4.47931458,-0.519549314
29 Jul 2019,65,60,,5,,-10.05460265,-7.968953947,,-2.085648703,-2.605198017
30 Jul 2019,67,58,,9,,-8.549142385,-7.320506249,,-1.228636136,-3.833834153
31 Jul 2019,91,34,,57,,-6.794228146,-6.504480937,,-0.2897472096,-4.123581363
1 Aug 2019,58,67,,-9,,-0.4148053318,-3.32925689,,2.914451558,-1.209129804
2 Aug 2019,48,77,,-29,,-1.273324799,-3.612794046,,2.339469247,1.130339442
3 Aug 2019,77,48,,29,,-4.045992319,-4.882154343,,0.8361620245,1.966501467
4 Aug 2019,48,77,,-29,,-0.7413930869,-3.188046626,,2.446653539,4.413155006
5 Aug 2019,84,41,,43,,-3.567253778,-4.478644295,,0.9113905166,5.324545523
6 Aug 2019,15,110,,-95,,1.0894716,-2.10471208,,3.19418368,8.518729202
7 Aug 2019,69,56,,13,,-8.51947556,-6.749476476,,-1.769999084,6.748730118
8 Aug 2019,46,79,,-33,,-6.367528004,-5.762002652,,-0.6055253521,6.143204766
9 Aug 2019,26,99,,-73,,-9.030775204,-7.12390252,,-1.906872684,4.236332082
10 Aug 2019,45,80,,-35,,-15.42769768,-10.41770739,,-5.00999029,-0.7736582083
11 Aug 2019,99,26,,73,,-17.38492792,-11.64682202,,-5.738105891,-6.511764099
12 Aug 2019,37,88,,-51,,-8.346435124,-7.414480923,,-0.9319542009,-7.4437183
13 Aug 2019,24,101,,-77,,-12.61179161,-9.593756877,,-3.018034735,-10.46175303
14 Aug 2019,10,115,,-105,,-19.05061245,-12.96406903,,-6.086543417,-16.54829645
15 Aug 2019,68,57,,11,,-27.64555121,-17.56586558,,-10.07968562,-26.62798208
16 Aug 2019,37,88,,-51,,-23.78099608,-16.1375723,,-7.643423783,-34.27140586
17 Aug 2019,55,70,,-15,,-26.50289648,-17.88069369,,-8.622202789,-42.89360865
18 Aug 2019,105,20,,85,,-25.35260683,-17.736659,,-7.615947826,-50.50955647
19 Aug 2019,103,22,,81,,-14.31734615,-12.59982605,,-1.717520093,-52.22707657
20 Aug 2019,13,112,,-99,,-4.785611531,-7.91983475,,3.134223219,-49.09285335
21 Aug 2019,13,112,,-99,,-14.20705038,-12.47384301,,-1.733207366,-50.82606071
22 Aug 2019,106,19,,87,,-22.68634534,-16.80015086,,-5.886194478,-56.71225519
23 Aug 2019,104,21,,83,,-11.71771081,-11.61014332,,-0.1075674875,-56.81982268
24 Aug 2019,47,78,,-31,,-2.245939726,-6.879636153,,4.633696427,-52.18612625
25 Aug 2019,25,100,,-75,,-5.121345753,-8.085654345,,2.964308592,-49.22181766
